:ID,:LABEL,prefLabel,identifier
align-ks120b874p2p6bk1mq0t,Alignment,Agile Software Development,https://skills.emsidata.com/skills/KS120B874P2P6BK1MQ0T
align-ks120bv6sr75rbkqh0g10,Alignment,Artificial Intelligence (AI),https://lightcast.io/open-skills/skills/KS120BV6SR75RBKQH0G10
align-ks120bv6sr75rbkqh0g3,Alignment,Artificial Intelligence,https://lightcast.io/open-skills/skills/KS120BV6SR75RBKQH0G3
align-ks120cc6cshsxnvw82tx,Alignment,Air Quality,https://skills.emsidata.com/skills/KS120CC6CSHSXNVW82TX
align-ks120d96fhl88pzdkzkh,Alignment,Algorithms,https://skills.emsidata.com/skills/KS120D96FHL88PZDKZKH
align-ks120d96h7r27d70w4q0,Alignment,Algorithm Analysis,https://lightcast.io/open-skills/skills/KS120D96H7R27D70W4Q0
align-ks120fw686pghl80zgs7,Alignment,Emergency Medical Services,https://skills.emsidata.com/skills/KS120FW686PGHL80ZGS7
align-ks120gt79sswnbb5t99h,Alignment,Analytical Techniques,https://skills.emsidata.com/skills/KS120GT79SSWNBB5T99H
align-ks120gv5zxr64cjll1j4,Alignment,Analytics,https://lightcast.io/open-skills/skills/KS120GV5ZXR64CJLL1J4
align-ks120gv6c72jmszkmtd7,Alignment,Data Analysis,https://lightcast.io/open-skills/skills/KS120GV6C72JMSZKMTD7
align-ks120gw6mqv89zgtq4gf,Alignment,Anatomy,https://skills.emsidata.com/skills/KS120GW6MQV89ZGTQ4GF
align-ks120h96hw4ccl1xgzxb,Alignment,Pathology,https://skills.emsidata.com/skills/KS120H96HW4CCL1XGZXB
align-ks120hk5xy6jv257qltx,Alignment,Budgeting,https://skills.emsidata.com/skills/KS120HK5XY6JV257QLTX
align-ks120jq70dxy0gb5yqj1,Alignment,Software Testing,https://skills.emsidata.com/skills/KS120JQ70DXY0GB5YQJ1
align-ks120jz70ybb7dwh3sgt,Alignment,Appeals,https://skills.emsidata.com/skills/KS120JZ70YBB7DWH3SGT
align-ks120kx6pmtqf19qtfpt,Alignment,Applicant Tracking Systems,https://skills.emsidata.com/skills/KS120KX6PMTQF19QTFPT
align-ks120l16s3rlj82vq08h,Alignment,Application Development,https://skills.emsidata.com/skills/KS120L16S3RLJ82VQ08H
align-ks120l66rv21dtvbswx3,Alignment,Penetration Testing,https://skills.emsidata.com/skills/KS120L66RV21DTVBSWX3
align-ks120l876qxyt7mhgr18,Alignment,Application Security,https://skills.emsidata.com/skills/KS120L876QXYT7MHGR18
align-ks120l96kmytdj48nrsh,Alignment,Software Development,https://lightcast.io/open-skills/skills/KS120L96KMYTDJ48NRSH
align-ks120lb6xv5409bcq0nf,Alignment,Technical Support,https://skills.emsidata.com/skills/KS120LB6XV5409BCQ0NF
align-ks120lh6dhtbjyvlfkb3,Alignment,Electrical Engineering,https://skills.emsidata.com/skills/KS120LH6DHTBJYVLFKB3
align-ks120lj622lfwg8dcsdg,Alignment,Applied Mathematics,https://skills.emsidata.com/skills/KS120LJ622LFWG8DCSDG
align-ks120lk70665wl8lbx8g,Alignment,Systems Engineering,https://lightcast.io/open-skills/skills/KS120LK70665WL8LBX8G
align-ks120mj6m2qpph3p1syp,Alignment,Architectural Drawing,https://skills.emsidata.com/skills/KS120MJ6M2QPPH3P1SYP
align-ks120nn6sbw45d10my36,Alignment,Artificial Neural Networks,https://skills.emsidata.com/skills/KS120NN6SBW45D10MY36
align-ks120ph5ztdhr1m534g8,Alignment,Asset Allocation,https://skills.emsidata.com/skills/KS120PH5ZTDHR1M534G8
align-ks120pl67s4bqtp8np8l,Alignment,Asset Protection,https://skills.emsidata.com/skills/KS120PL67S4BQTP8NP8L
align-ks120pq6xd1jwmfqvjnw,Alignment,Teaching,https://skills.emsidata.com/skills/KS120PQ6XD1JWMFQVJNW
align-ks120q17598479s0x274,Alignment,Respiratory Therapy,https://skills.emsidata.com/skills/KS120Q17598479S0X274
align-ks120qd64z8z6txqf418,Alignment,Optics,https://skills.emsidata.com/skills/KS120QD64Z8Z6TXQF418
align-ks120qq6zn003b8b7fk1,Alignment,JIRA,https://lightcast.io/open-skills/skills/KS120QQ6ZN003B8B7FK1
align-ks120rn6fdts9flch3t0,Alignment,Auditing,https://skills.emsidata.com/skills/KS120RN6FDTS9FLCH3T0
align-ks120s165sxk6ckvk77p,Alignment,Authentications,https://skills.emsidata.com/skills/KS120S165SXK6CKVK77P
align-ks120sr6wd1fp76z6gc2,Alignment,Customer Support,https://lightcast.io/open-skills/skills/KS120SR6WD1FP76Z6GC2
align-ks120ss6645hf0whtly,Alignment,Information Systems Security,https://skills.emsidata.com/skills/KS120SS6645HF0WHTLY
align-ks120ss664q5hf0whtly,Alignment,Information Systems Security,https://skills.emsidata.com/skills/KS120SS664Q5HF0WHTLY
align-ks120sx72t8b5vlxs1vn,Alignment,Unit Testing,https://skills.emsidata.com/skills/KS120SX72T8B5VLXS1VN
align-ks120v86mzwv9z9lkqy3,Alignment,Microsoft Azure,https://skills.emsidata.com/skills/KS120V86MZWV9Z9LKQY3
align-ks120v968p30dprz8cjc,Alignment,Dentistry,https://skills.emsidata.com/skills/KS120V968P30DPRZ8CJC
align-ks120vc7108h86j50cyw,Alignment,Business to Business,https://skills.emsidata.com/skills/KS120VC7108H86J50CYW
align-ks120vw6jmzhzxzgd72c,Alignment,Backup Devices,https://skills.emsidata.com/skills/KS120VW6JMZHZXZGD72C
align-ks120vz6mygt4w4wv7q9,Alignment,Backward Design,https://lightcast.io/open-skills/skills/KS120VZ6MYGT4W4WV7Q9
align-ks120w86kj30nqjcq3zp,Alignment,Balance Sheet,https://skills.emsidata.com/skills/KS120W86KJ30NQJCQ3ZP
align-ks120wm730qrlvpv26rr,Alignment,Financial Auditing,https://lightcast.io/open-skills/skills/KS120WM730QRLVPV26RR
align-ks120wn6pmsrls46hbtm,Alignment,Bank Examination,https://skills.emsidata.com/skills/KS120WN6PMSRLS46HBTM
align-ks120wq677w47twmcbb2,Alignment,Bank Reconciliations,https://skills.emsidata.com/skills/KS120WQ677W47TWMCBB2
align-ks120ww79mcy3fqrzh03,Alignment,Bankruptcies,https://skills.emsidata.com/skills/KS120WW79MCY3FQRZH03
align-ks120xm6k01bdqnvtk1q,Alignment,Soldering,https://skills.emsidata.com/skills/KS120XM6K01BDQNVTK1Q
align-ks120xp636cb5432f5tp,Alignment,https://skills.emsidata.com/skills/KS120XP636CB5432F5TP,https://skills.emsidata.com/skills/KS120XP636CB5432F5TP
align-ks120xp6cn6p1k86v6dz,Alignment,Welding,https://skills.emsidata.com/skills/KS120XP6CN6P1K86V6DZ
align-ks120z46xgzw0xwjn3ly,Alignment,Behavioral Science,https://skills.emsidata.com/skills/KS120Z46XGZW0XWJN3LY
align-ks120z470n04dczv5ssd,Alignment,Mental Health,https://skills.emsidata.com/skills/KS120Z470N04DCZV5SSD
align-ks120zd6wq71nhvc8hgg,Alignment,Cost Benefit Analysis,https://skills.emsidata.com/skills/KS120ZD6WQ71NHVC8HGG
align-ks120zg5z4hl47qbvr0x,Alignment,Benefits Administration,https://lightcast.io/open-skills/skills/KS120ZG5Z4HL47QBVR0X
align-ks120zx6h5tztl8p9n3f,Alignment,Border Gateway Protocol,https://skills.emsidata.com/skills/KS120ZX6H5TZTL8P9N3F
align-ks120zx7019j4v8dhbtm,Alignment,Business Intelligence,https://lightcast.io/open-skills/skills/KS120ZX7019J4V8DHBTM
align-ks120zy63grvl0tltb97,Alignment,Positive Airway Pressure (CPAP/BiPAP),https://skills.emsidata.com/skills/KS120ZY63GRVL0TLTB97
align-ks12100638c964ssqdjd,Alignment,Library Instruction,https://lightcast.io/open-skills/skills/KS12100638C964SSQDJD
align-ks1210269p78d7gh8lwy,Alignment,Big Data,https://skills.emsidata.com/skills/KS1210269P78D7GH8LWY
align-ks1210660q88s626jgyh,Alignment,Medical Billing And Coding,https://skills.emsidata.com/skills/KS1210660Q88S626JGYH
align-ks1211c5vvn5t189vh59,Alignment,Biological Systems,https://skills.emsidata.com/skills/KS1211C5VVN5T189VH59
align-ks1211c68ybh9yhfrg88,Alignment,Science Education,https://skills.emsidata.com/skills/KS1211C68YBH9YHFRG88
align-ks1211j6cbcrd96f9wlf,Alignment,Health Informatics,https://skills.emsidata.com/skills/KS1211J6CBCRD96F9WLF
align-ks1212b6qr5sk1lsd4s4,Alignment,Business Development,https://lightcast.io/open-skills/skills/KS1212B6QR5SK1LSD4S4
align-ks121326hqq7xjqmmpld,Alignment,Online Advertising,https://skills.emsidata.com/skills/KS121326HQQ7XJQMMPLD
align-ks1213q5y632qwz7pvvs,Alignment,Blueprinting,https://skills.emsidata.com/skills/KS1213Q5Y632QWZ7PVVS
align-ks1215z6tk2jy562dfd4,Alignment,Brand Awareness,https://skills.lightcast.io/skills/KS1215Z6TK2JY562DFD4
align-ks12160602v51n7sjsx8,Alignment,Brand Management,https://lightcast.io/open-skills/skills/KS12160602V51N7SJSX8
align-ks1217j65jy9fwfkqr0c,Alignment,Financial Forecasting,https://lightcast.io/open-skills/skills/KS1217J65JY9FWFKQR0C
align-ks1217j6b5ftxyynstzy,Alignment,Cost Management,https://skills.emsidata.com/skills/KS1217J6B5FTXYYNSTZY
align-ks1217p66nk6bw72m9fh,Alignment,Customer Relationship Management,https://skills.emsidata.com/skills/KS1217P66NK6BW72M9FH
align-ks1217r6smdj0wqhn6lk,Alignment,Construction,https://skills.emsidata.com/skills/KS1217R6SMDJ0WQHN6LK
align-ks1218b5wwxndnqtn9mp,Alignment,Business Acumen,https://skills.emsidata.com/skills/KS1218B5WWXNDNQTN9MP
align-ks1218b62m9qrby8wrsk,Alignment,Business Administration,https://skills.emsidata.com/skills/KS1218B62M9QRBY8WRSK
align-ks1218c6c8tx2y1krn37,Alignment,Business Analysis,https://skills.emsidata.com/skills/KS1218C6C8TX2Y1KRN37
align-ks1218c6mp9rn7wxmm37,Alignment,Business Analytics,https://lightcast.io/open-skills/skills/KS1218C6MP9RN7WXMM37
align-ks1218d6hbkj37q958c8,Alignment,Business Software,https://skills.emsidata.com/skills/KS1218D6HBKJ37Q958C8
align-ks1218f6kn6bbyslg365,Alignment,Business Communications,https://skills.lightcast.io/skills/KS1218F6KN6BBYSLG365
align-ks1218h6qylzc35byh32,Alignment,Business Continuity Planning,https://skills.emsidata.com/skills/KS1218H6QYLZC35BYH32
align-ks1218h6yth21vyct4yn,Alignment,Internal Controls,https://skills.emsidata.com/skills/KS1218H6YTH21VYCT4YN
align-ks1218l60pdvzx16nzt1,Alignment,Dashboard,https://skills.emsidata.com/skills/KS1218L60PDVZX16NZT1
align-ks1218p66bgk5x5jgklf,Alignment,Applied Ethics,https://skills.emsidata.com/skills/KS1218P66BGK5X5JGKLF
align-ks1218v6d1nwtxtcwp33,Alignment,Business Intelligence Tools,https://skills.lightcast.io/skills/KS1218V6D1NWTXTCWP33
align-ks1218w78fgvpvp2kxpx,Alignment,Management,https://skills.emsidata.com/skills/KS1218W78FGVPVP2KXPX
align-ks1218y74wj6yv4kh0dm,Alignment,Business Process,https://skills.emsidata.com/skills/KS1218Y74WJ6YV4KH0DM
align-ks12190602qsdb2xd0kt,Alignment,Business Networking,https://lightcast.io/open-skills/skills/KS12190602QSDB2XD0KT
align-ks1219261tyvpmgx8kvq,Alignment,Strategic Planning,https://skills.emsidata.com/skills/KS1219261TYVPMGX8KVQ
align-ks1219570c4lcp9nd4fh,Alignment,Business Planning,https://skills.emsidata.com/skills/KS1219570C4LCP9ND4FH
align-ks121975wdfkw7w3pyzn,Alignment,Business Proposals,https://skills.emsidata.com/skills/KS121975WDFKW7W3PYZN
align-ks1219863vwxprzl5lg2,Alignment,Business Requirements,https://skills.emsidata.com/skills/KS1219863VWXPRZL5LG2
align-ks121996c1p31w0yzvnf,Alignment,Strategic Management,https://skills.emsidata.com/skills/KS121996C1P31W0YZVNF
align-ks1219b681x3j9mk0kph,Alignment,Business Systems,https://skills.emsidata.com/skills/KS1219B681X3J9MK0KPH
align-ks1219d66k4nd82b243c,Alignment,Business Transformation,https://skills.lightcast.io/skills/KS1219D66K4ND82B243C
align-ks1219k6k2ny0v711ddd,Alignment,Consumer Behavior,https://skills.lightcast.io/skills/KS1219K6K2NY0V711DDD
align-ks1219n6z3xq19v0hskr,Alignment,C# (Programming Language),https://skills.emsidata.com/skills/KS1219N6Z3XQ19V0HSKR
align-ks1219s69hlwd9v0gpms,Alignment,Unix,https://lightcast.io/open-skills/skills/KS1219S69HLWD9V0GPMS
align-ks1219w70ly1gxzdskw5,Alignment,C++ (Programming Language),https://skills.emsidata.com/skills/KS1219W70LY1GXZDSKW5
align-ks121cm5yywqm2077bf3,Alignment,Corrective and Preventative Action (CAPA),https://skills.emsidata.com/skills/KS121CM5YYWQM2077BF3
align-ks121cq6snkyy3ct7146,Alignment,Capacity Planning,https://skills.emsidata.com/skills/KS121CQ6SNKYY3CT7146
align-ks121d65wmnc3tjttdw3,Alignment,Library Catalog,https://skills.emsidata.com/skills/KS121D65WMNC3TJTTDW3
align-ks121dd6pjvp5j55td7q,Alignment,Cardiopulmonary Resuscitation (CPR),https://skills.emsidata.com/skills/KS121DD6PJVP5J55TD7Q
align-ks121dh6lpclq9xcj299,Alignment,Cardiology,https://skills.emsidata.com/skills/KS121DH6LPCLQ9XCJ299
align-ks121dr6kn061r1wrwt0,Alignment,Care Planning,https://skills.emsidata.com/skills/KS121DR6KN061R1WRWT0
align-ks121ds6d1xd7krf5cy3,Alignment,Career Counseling,https://lightcast.io/open-skills/skills/KS121DS6D1XD7KRF5CY3
align-ks121ds6gb09tfn7rlx0,Alignment,Career Development,https://lightcast.io/open-skills/skills/KS121DS6GB09TFN7RLX0
align-ks121dt5wltbvzgkqw4z,Alignment,Career Management,https://skills.lightcast.io/skills/KS121DT5WLTBVZGKQW4Z
align-ks121f45vpv8c9w3qfyh,Alignment,Cascading Style Sheets (CSS),https://skills.emsidata.com/skills/KS121F45VPV8C9W3QFYH
align-ks121f56hcnn8hs317lm,Alignment,Case Management,https://lightcast.io/open-skills/skills/KS121F56HCNN8HS317LM
align-ks121f760mt5qs38tk2s,Alignment,Medical Records,https://skills.emsidata.com/skills/KS121F760MT5QS38TK2S
align-ks121fc62smjjd40tyz4,Alignment,Social Work,https://lightcast.io/open-skills/skills/KS121FC62SMJJD40TYZ4
align-ks121fx68dqkbvqd8vr5,Alignment,Causal Inference,https://skills.emsidata.com/skills/KS121FX68DQKBVQD8VR5
align-ks121jm6ql5cgm2lsds9,Alignment,Customer Experience,https://skills.emsidata.com/skills/KS121JM6QL5CGM2LSDS9
align-ks121jw5xd3j5438smxp,Alignment,Mobile Application Development,https://skills.emsidata.com/skills/KS121JW5XD3J5438SMXP
align-ks121qd65bvrdly3394n,Alignment,Certified Public Accountant,https://skills.emsidata.com/skills/KS121QD65BVRDLY3394N
align-ks121t569x502kjps0f3,Alignment,Change Management,https://skills.emsidata.com/skills/KS121T569X502KJPS0F3
align-ks121ty6mq0vy94w2fmw,Alignment,Substance Dependence,https://skills.emsidata.com/skills/KS121TY6MQ0VY94W2FMW
align-ks121v277c12cv7t1ynr,Alignment,Chemical Engineering,https://skills.emsidata.com/skills/KS121V277C12CV7T1YNR
align-ks121v375656zp2hn5v9,Alignment,Chemical Hazards,https://skills.emsidata.com/skills/KS121V375656ZP2HN5V9
align-ks121vr64bnm0199ppcn,Alignment,Pediatrics,https://skills.emsidata.com/skills/KS121VR64BNM0199PPCN
align-ks121w46cjxq5zq506ms,Alignment,Decision Making,https://skills.emsidata.com/skills/KS121W46CJXQ5ZQ506MS
align-ks121xy60r6z5c3r172k,Alignment,Civil Engineering,https://skills.emsidata.com/skills/KS121XY60R6Z5C3R172K
align-ks121ym5yhfcqg78psp4,Alignment,Education Technologies,https://lightcast.io/open-skills/skills/KS121YM5YHFCQG78PSP4
align-ks121yt721by2f3m5ydr,Alignment,Cleanliness,https://skills.emsidata.com/skills/KS121YT721BY2F3M5YDR
align-ks121z26s4vjlq1wxn21,Alignment,Customer Service,https://skills.emsidata.com/skills/KS121Z26S4VJLQ1WXN21
align-ks121z2775j1mhnj03hm,Alignment,Client Services,https://skills.emsidata.com/skills/KS121Z2775J1MHNJ03HM
align-ks121z6602z7189p8wqb,Alignment,Climate Engineering,https://skills.emsidata.com/skills/KS121Z6602Z7189P8WQB
align-ks121zh73f1gwr8glf9r,Alignment,Medical Ethics,https://skills.emsidata.com/skills/KS121ZH73F1GWR8GLF9R
align-ks121zj60hpm7chjtqyq,Alignment,Clinical Evaluation,https://skills.emsidata.com/skills/KS121ZJ60HPM7CHJTQYQ
align-ks121zr6z8dsvq5ysr1n,Alignment,Clinical Practices,https://skills.emsidata.com/skills/KS121ZR6Z8DSVQ5YSR1N
align-ks122026t330gbfbdd8m,Alignment,Diagnostic Tests,https://skills.emsidata.com/skills/KS122026T330GBFBDD8M
align-ks1220g68pd5sth2dl2w,Alignment,Software as a Service (SaaS),https://skills.emsidata.com/skills/KS1220G68PD5STH2DL2W
align-ks1220h6cp1bqgh9stnk,Alignment,Cloud Computing,https://skills.emsidata.com/skills/KS1220H6CP1BQGH9STNK
align-ks1220h6dmwttd1xf9dw,Alignment,Cloud Computing Architecture,https://skills.emsidata.com/skills/KS1220H6DMWTTD1XF9DW
align-ks1220j6hkw77myllnc0,Alignment,Cloud Computing Security,https://skills.emsidata.com/skills/KS1220J6HKW77MYLLNC0
align-ks122185w8cjgw4pscrq,Alignment,Configuration Management,https://lightcast.io/open-skills/skills/KS122185W8CJGW4PSCRQ
align-ks1222c6wkywrkrxqcr0,Alignment,https://skills.emsidata.com/skills/KS1222C6WKYWRKRXQCR0,https://skills.emsidata.com/skills/KS1222C6WKYWRKRXQCR0
align-ks1222z6lqdpg1gf4hnp,Alignment,Cognitive Load Theory,https://skills.emsidata.com/skills/KS1222Z6LQDPG1GF4HNP
align-ks1224l71b08vw93yr8s,Alignment,Signals Intelligence,https://skills.emsidata.com/skills/KS1224L71B08VW93YR8S
align-ks1224t5xhdjfb8xjjv7,Alignment,Commercial Finance,https://skills.emsidata.com/skills/KS1224T5XHDJFB8XJJV7
align-ks1225562lzsjshjcj2t,Alignment,Communicable Diseases,https://skills.emsidata.com/skills/KS1225562LZSJSHJCJ2T
align-ks122556lmq829gzccrv,Alignment,Communications,https://skills.emsidata.com/skills/KS122556LMQ829GZCCRV
align-ks1225c66pnh5dz70ft8,Alignment,Communication Strategies,https://skills.lightcast.io/skills/KS1225C66PNH5DZ70FT8
align-ks1225k67c74nwdxnjsl,Alignment,Community Development,https://lightcast.io/open-skills/skills/KS1225K67C74NWDXNJSL
align-ks1225k731xw29hvktrz,Alignment,https://skills.emsidata.com/skills/KS1225K731XW29HVKTRZ,https://skills.emsidata.com/skills/KS1225K731XW29HVKTRZ
align-ks1225n6llcb6mvbp02r,Alignment,Community Management,https://skills.emsidata.com/skills/KS1225N6LLCB6MVBP02R
align-ks1225n6r4m64z082xlz,Alignment,Public Health,https://skills.emsidata.com/skills/KS1225N6R4M64Z082XLZ
align-ks1225t707cd39s7qhv4,Alignment,Public Relations,https://skills.emsidata.com/skills/KS1225T707CD39S7QHV4
align-ks1225z6srchjbsjncvr,Alignment,Compensation Management,https://skills.emsidata.com/skills/KS1225Z6SRCHJBSJNCVR
align-ks122626t550slq7qz1c,Alignment,Procurement,https://skills.emsidata.com/skills/KS122626T550SLQ7QZ1C
align-ks1226g65c5szwsx3wjq,Alignment,Complex Sales,https://skills.emsidata.com/skills/KS1226G65C5SZWSX3WJQ
align-ks1226l6xyt1n27wryjm,Alignment,Regulatory Compliance,https://lightcast.io/open-skills/skills/KS1226L6XYT1N27WRYJM
align-ks1226m6hv7vq42gzyyp,Alignment,Compliance Training,https://skills.emsidata.com/skills/KS1226M6HV7VQ42GZYYP
align-ks1226y6dndt05g7fj4j,Alignment,Computer Science,https://skills.emsidata.com/skills/KS1226Y6DNDT05G7FJ4J
align-ks122716p0q9tpwqfjh3,Alignment,Computer Security,https://skills.emsidata.com/skills/KS122716P0Q9TPWQFJH3
align-ks1227d60q7225ftk55v,Alignment,Information Systems,https://skills.emsidata.com/skills/KS1227D60Q7225FTK55V
align-ks1227f6831kk9nbb875,Alignment,Computer Programming,https://skills.emsidata.com/skills/KS1227F6831KK9NBB875
align-ks1227f76q36lxjtztk1,Alignment,Computer Networks,https://skills.emsidata.com/skills/KS1227F76Q36LXJTZTK1
align-ks1227g66p02rr405s78,Alignment,Data Processing,https://skills.emsidata.com/skills/KS1227G66P02RR405S78
align-ks1227k6fy9569llfz2n,Alignment,Computer Forensics,https://skills.emsidata.com/skills/KS1227K6FY9569LLFZ2N
align-ks1227n6msf1wz4b566w,Alignment,Computer Hardware,https://lightcast.io/open-skills/skills/KS1227N6MSF1WZ4B566W
align-ks1227p6fbk34wlh6x8z,Alignment,Computer Literacy,https://skills.emsidata.com/skills/KS1227P6FBK34WLH6X8Z
align-ks1227v6wbr3bh3sjysz,Alignment,Information Technology,https://lightcast.io/open-skills/skills/KS1227V6WBR3BH3SJYSZ
align-ks1228s6ykwxmh4m4dl7,Alignment,Conflict Resolution,https://skills.emsidata.com/skills/KS1228S6YKWXMH4M4DL7
align-ks1229v75jrkrc5s980k,Alignment,Construction Management,https://skills.emsidata.com/skills/KS1229V75JRKRC5S980K
align-ks122b071lmgxvtt3z91,Alignment,Consulting,https://skills.emsidata.com/skills/KS122B071LMGXVTT3Z91
align-ks122b568mkwx1k9stgp,Alignment,Customer Engagement,https://skills.emsidata.com/skills/KS122B568MKWX1K9STGP
align-ks122bl6107g2z27jwjw,Alignment,Content Creation,https://lightcast.io/open-skills/skills/KS122BL6107G2Z27JWJW
align-ks122bm7899ync6504sp,Alignment,Content Management,https://skills.emsidata.com/skills/KS122BM7899YNC6504SP
align-ks122bp5yt02ht9r6z16,Alignment,Content Marketing,https://lightcast.io/open-skills/skills/KS122BP5YT02HT9R6Z16
align-ks122c06z8ndm5g6nynt,Alignment,Continuous Improvement Process,https://lightcast.io/open-skills/skills/KS122C06Z8NDM5G6NYNT
align-ks122c775krx1dk8q1rq,Alignment,Continuous Integration,https://skills.emsidata.com/skills/KS122C775KRX1DK8Q1RQ
align-ks122ch79g2ksbrrjhtn,Alignment,Contract Management,https://skills.emsidata.com/skills/KS122CH79G2KSBRRJHTN
align-ks122cl64848wm1mvnsq,Alignment,Fundraising,https://lightcast.io/open-skills/skills/KS122CL64848WM1MVNSQ
align-ks122cs6vvdj1fyvyvlj,Alignment,Control Systems,https://skills.emsidata.com/skills/KS122CS6VVDJ1FYVYVLJ
align-ks122cx79lyk5c881p71,Alignment,Security Controls,https://skills.emsidata.com/skills/KS122CX79LYK5C881P71
align-ks122f164hpdt3cwvw24,Alignment,Business Ethics,https://lightcast.io/open-skills/skills/KS122F164HPDT3CWVW24
align-ks122f16shsgpxszcz7m,Alignment,Corporate Communications,https://skills.emsidata.com/skills/KS122F16SHSGPXSZCZ7M
align-ks122f377fv66s5lzs9t,Alignment,Corporate Governance,https://lightcast.io/open-skills/skills/KS122F377FV66S5LZS9T
align-ks122f96djht3zxb8fcz,Alignment,Training And Development,https://lightcast.io/open-skills/skills/KS122F96DJHT3ZXB8FCZ
align-ks122fn6yy4s2d9bnsw4,Alignment,Cost Reduction,https://skills.emsidata.com/skills/KS122FN6YY4S2D9BNSW4
align-ks122fv6cy65bf8x8dr5,Alignment,Counterintelligence,https://skills.emsidata.com/skills/KS122FV6CY65BF8X8DR5
align-ks122fy6wsy43jffk85l,Alignment,Course Evaluations,https://lightcast.io/open-skills/skills/KS122FY6WSY43JFFK85L
align-ks122fy73svqx6j22kr1,Alignment,Learning Management Systems,https://skills.emsidata.com/skills/KS122FY73SVQX6J22KR1
align-ks122fz775b08m93p6gn,Alignment,Educational Software,https://lightcast.io/open-skills/skills/KS122FZ775B08M93P6GN
align-ks122gz6zx8p4vrpwnqs,Alignment,Continuous Quality Improvement (CQI),https://lightcast.io/open-skills/skills/KS122GZ6ZX8P4VRPWNQS
align-ks122gz6zx8p4vrpwns,Alignment,Continuous Quality Improvement (CI),https://skills.emsidata.com/skills/KS122GZ6ZX8P4VRPWNS
align-ks122hk6ln2mzhfy69gj,Alignment,Creativity,https://skills.emsidata.com/skills/KS122HK6LN2MZHFY69GJ
align-ks122hn63rd7jx5wncj8,Alignment,Creative Problem-Solving,https://skills.emsidata.com/skills/KS122HN63RD7JX5WNCJ8
align-ks122hn7559wpnwpmdml,Alignment,Creative Thinking,https://skills.emsidata.com/skills/KS122HN7559WPNWPMDML
align-ks122hr72s509qhx31qq,Alignment,Credit Analysis,https://skills.emsidata.com/skills/KS122HR72S509QHX31QQ
align-ks122j06rrdm2gkfkb3h,Alignment,Criminal Investigation,https://skills.emsidata.com/skills/KS122J06RRDM2GKFKB3H
align-ks122j074gkgzx9xjwhj,Alignment,Forensic Sciences,https://skills.emsidata.com/skills/KS122J074GKGZX9XJWHJ
align-ks122j162jvcftk39nqr,Alignment,Forensic Photography,https://skills.emsidata.com/skills/KS122J162JVCFTK39NQR
align-ks122j16kxwt0cxcy388,Alignment,Crime Scenes (Forensic Evidence),https://skills.emsidata.com/skills/KS122J16KXWT0CXCY388
align-ks122j17682fg0yzbh69,Alignment,Criminal Justice,https://skills.emsidata.com/skills/KS122J17682FG0YZBH69
align-ks122j35ycb1ln4by67y,Alignment,Criminal Law,https://skills.emsidata.com/skills/KS122J35YCB1LN4BY67Y
align-ks122j46hgbzhykfvhnz,Alignment,Criminology,https://skills.emsidata.com/skills/KS122J46HGBZHYKFVHNZ
align-ks122j477246nb0nnxz9,Alignment,Crisis Intervention,https://skills.emsidata.com/skills/KS122J477246NB0NNXZ9
align-ks122j568d81jfnrtpn6,Alignment,Crisis Management,https://lightcast.io/open-skills/skills/KS122J568D81JFNRTPN6
align-ks122j56pzmmfl1svy1f,Alignment,Critical Thinking,https://lightcast.io/open-skills/skills/KS122J56PZMMFL1SVY1F
align-ks122jj68bgsxcnmwqq2,Alignment,Crowd Control,https://skills.emsidata.com/skills/KS122JJ68BGSXCNMWQQ2
align-ks122jy6l949k25jm9b7,Alignment,Cryptography,https://skills.emsidata.com/skills/KS122JY6L949K25JM9B7
align-ks122l46tbbzj9858rgr,Alignment,Cultural Diversity,https://skills.emsidata.com/skills/KS122L46TBBZJ9858RGR
align-ks122lf6587vf0nzfzjw,Alignment,Curriculum Development,https://skills.emsidata.com/skills/KS122LF6587VF0NZFZJW
align-ks122ln6clx3p61kwsp2,Alignment,Customer Satisfaction,https://skills.emsidata.com/skills/KS122LN6CLX3P61KWSP2
align-ks122lw6wgwqf373vwc8,Alignment,Customer Lifecycle Management,https://skills.emsidata.com/skills/KS122LW6WGWQF373VWC8
align-ks122mk65tbr6rdbzl1p,Alignment,Cyber Security,https://skills.emsidata.com/skills/KS122MK65TBR6RDBZL1P
align-ks122nm6b8twbgl2x18f,Alignment,Data Architecture,https://lightcast.io/open-skills/skills/KS122NM6B8TWBGL2X18F
align-ks122np6q1wtcx2cyc2j,Alignment,Database Management Systems,https://skills.emsidata.com/skills/KS122NP6Q1WTCX2CYC2J
align-ks122nq6yxfq2wcwt11f,Alignment,Data Centers,https://skills.emsidata.com/skills/KS122NQ6YXFQ2WCWT11F
align-ks122nr6ny1kb0td40g4,Alignment,Data Collection,https://skills.emsidata.com/skills/KS122NR6NY1KB0TD40G4
align-ks122nx79w5lsns07c02,Alignment,Data Engineering,https://skills.emsidata.com/skills/KS122NX79W5LSNS07C02
align-ks122ny60hcyydxhqgqn,Alignment,Data Entry,https://skills.emsidata.com/skills/KS122NY60HCYYDXHQGQN
align-ks122p378dgnvx4nkqkn,Alignment,Data Governance,https://lightcast.io/open-skills/skills/KS122P378DGNVX4NKQKN
